table_schema;table_name;column_name;origin_column;primary_key;index;description;ref_geom_table_schema;ref_geom_table_name;geom_join_on;coordinates_ifproj;condition
sas;etat_dce;cas_7440-43-9 - cadmium and its compounds;CAS_7440-43-9 - Cadmium and its compounds;FALSE;FALSE;CAS_7440-43-9 - Cadmium and its compounds;;;;;
sas;etat_dce;cas_7439-92-1 - lead and its compounds;CAS_7439-92-1 - Lead and its compounds;FALSE;FALSE;CAS_7439-92-1 - Lead and its compounds;;;;;
sas;etat_dce;cas_7439-97-6 - mercury and its compounds;CAS_7439-97-6 - Mercury and its compounds;FALSE;FALSE;CAS_7439-97-6 - Mercury and its compounds;;;;;
sas;etat_dce;cas_7440-02-0 - nickel and its compounds;CAS_7440-02-0 - Nickel and its compounds;FALSE;FALSE;CAS_7440-02-0 - Nickel and its compounds;;;;;
sas;etat_dce;cas_15972-60-8 - alachlor;CAS_15972-60-8 - Alachlor;FALSE;FALSE;CAS_15972-60-8 - Alachlor;;;;;
sas;etat_dce;cas_1912-24-9 - atrazine;CAS_1912-24-9 - Atrazine;FALSE;FALSE;CAS_1912-24-9 - Atrazine;;;;;
sas;etat_dce;cas_2921-88-2 - chlorpyrifos;CAS_2921-88-2 - Chlorpyrifos;FALSE;FALSE;CAS_2921-88-2 - Chlorpyrifos;;;;;
sas;etat_dce;cas_470-90-6 - chlorfenvinphos;CAS_470-90-6 - Chlorfenvinphos;FALSE;FALSE;CAS_470-90-6 - Chlorfenvinphos;;;;;
sas;etat_dce;cas_330-54-1 - diuron;CAS_330-54-1 - Diuron;FALSE;FALSE;CAS_330-54-1 - Diuron;;;;;
sas;etat_dce;cas_115-29-7 - endosulfan;CAS_115-29-7 - Endosulfan;FALSE;FALSE;CAS_115-29-7 - Endosulfan;;;;;
sas;etat_dce;cas_34123-59-6 - isoproturon;CAS_34123-59-6 - Isoproturon;FALSE;FALSE;CAS_34123-59-6 - Isoproturon;;;;;
sas;etat_dce;cas_608-73-1 - hexachlorocyclohexane;CAS_608-73-1 - Hexachlorocyclohexane;FALSE;FALSE;CAS_608-73-1 - Hexachlorocyclohexane;;;;;
sas;etat_dce;cas_608-93-5 - pentachlorobenzene;CAS_608-93-5 - Pentachlorobenzene;FALSE;FALSE;CAS_608-93-5 - Pentachlorobenzene;;;;;
sas;etat_dce;cas_122-34-9 - simazine;CAS_122-34-9 - Simazine;FALSE;FALSE;CAS_122-34-9 - Simazine;;;;;
sas;etat_dce;cas_1582-09-8 - trifluralin;CAS_1582-09-8 - Trifluralin;FALSE;FALSE;CAS_1582-09-8 - Trifluralin;;;;;
sas;etat_dce;cas_120-12-7 - anthracene;CAS_120-12-7 - Anthracene;FALSE;FALSE;CAS_120-12-7 - Anthracene;;;;;
sas;etat_dce;cas_71-43-2 - benzene;CAS_71-43-2 - Benzene;FALSE;FALSE;CAS_71-43-2 - Benzene;;;;;
sas;etat_dce;eea_32-04-2 - brominated diphenylethers (congener numbers 28, 47, 99, 100, 153 and 154);EEA_32-04-2 - Brominated diphenylethers (congener numbers 28, 47, 99, 100, 153 and 154);FALSE;FALSE;EEA_32-04-2 - Brominated diphenylethers (congener numbers 28, 47, 99, 100, 153 and 154);;;;;
sas;etat_dce;cas_56-23-5 - carbon tetrachloride;CAS_56-23-5 - Carbon tetrachloride;FALSE;FALSE;CAS_56-23-5 - Carbon tetrachloride;;;;;
sas;etat_dce;cas_85535-84-8 - chloroalkanes c10-13;CAS_85535-84-8 - Chloroalkanes C10-13;FALSE;FALSE;CAS_85535-84-8 - Chloroalkanes C10-13;;;;;
sas;etat_dce;cas_107-06-2 - 1,2-dichloroethane;CAS_107-06-2 - 1,2-Dichloroethane;FALSE;FALSE;CAS_107-06-2 - 1,2-Dichloroethane;;;;;
sas;etat_dce;cas_75-09-2 - dichloromethane;CAS_75-09-2 - Dichloromethane;FALSE;FALSE;CAS_75-09-2 - Dichloromethane;;;;;
sas;etat_dce;cas_117-81-7 - di(2-ethylhexyl)phthalate (dehp);CAS_117-81-7 - Di(2-ethylhexyl)phthalate (DEHP);FALSE;FALSE;CAS_117-81-7 - Di(2-ethylhexyl)phthalate (DEHP);;;;;
sas;etat_dce;cas_91-20-3 - naphthalene;CAS_91-20-3 - Naphthalene;FALSE;FALSE;CAS_91-20-3 - Naphthalene;;;;;
sas;etat_dce;cas_104-40-5 - 4-nonylphenol;CAS_104-40-5 - 4-nonylphenol;FALSE;FALSE;CAS_104-40-5 - 4-nonylphenol;;;;;
sas;etat_dce;cas_140-66-9 - octylphenol (4-(1,1',3,3'-tetramethylbutyl)-phenol);CAS_140-66-9 - Octylphenol (4-(1,1',3,3'-tetramethylbutyl)-phenol);FALSE;FALSE;CAS_140-66-9 - Octylphenol (4-(1,1',3,3'-tetramethylbutyl)-phenol);;;;;
sas;etat_dce;cas_127-18-4 - tetrachloroethylene;CAS_127-18-4 - Tetrachloroethylene;FALSE;FALSE;CAS_127-18-4 - Tetrachloroethylene;;;;;
sas;etat_dce;cas_79-01-6 - trichloroethylene;CAS_79-01-6 - Trichloroethylene;FALSE;FALSE;CAS_79-01-6 - Trichloroethylene;;;;;
sas;etat_dce;cas_67-66-3 - trichloromethane;CAS_67-66-3 - Trichloromethane;FALSE;FALSE;CAS_67-66-3 - Trichloromethane;;;;;
sas;etat_dce;eea_32-02-0 - total cyclodiene pesticides (aldrin + dieldrin + endrin + isodrin);EEA_32-02-0 - Total cyclodiene pesticides (aldrin + dieldrin + endrin + isodrin);FALSE;FALSE;EEA_32-02-0 - Total cyclodiene pesticides (aldrin + dieldrin + endrin + isodrin);;;;;
sas;etat_dce;eea_32-03-1 - total ddt (ddt, p,p' + ddt, o,p' + dde, p,p' + ddd, p,p');EEA_32-03-1 - Total DDT (DDT, p,p' + DDT, o,p' + DDE, p,p' + DDD, p,p');FALSE;FALSE;EEA_32-03-1 - Total DDT (DDT, p,p' + DDT, o,p' + DDE, p,p' + DDD, p,p');;;;;
sas;etat_dce;cas_50-29-3 - ddt, p,p';CAS_50-29-3 - DDT, p,p';FALSE;FALSE;CAS_50-29-3 - DDT, p,p';;;;;
sas;etat_dce;cas_206-44-0 - fluoranthene;CAS_206-44-0 - Fluoranthene;FALSE;FALSE;CAS_206-44-0 - Fluoranthene;;;;;
sas;etat_dce;cas_118-74-1 - hexachlorobenzene;CAS_118-74-1 - Hexachlorobenzene;FALSE;FALSE;CAS_118-74-1 - Hexachlorobenzene;;;;;
sas;etat_dce;cas_87-68-3 - hexachlorobutadiene;CAS_87-68-3 - Hexachlorobutadiene;FALSE;FALSE;CAS_87-68-3 - Hexachlorobutadiene;;;;;
sas;etat_dce;cas_87-86-5 - pentachlorophenol;CAS_87-86-5 - Pentachlorophenol;FALSE;FALSE;CAS_87-86-5 - Pentachlorophenol;;;;;
sas;etat_dce;cas_50-32-8 - benzo(a)pyrene;CAS_50-32-8 - Benzo(a)pyrene;FALSE;FALSE;CAS_50-32-8 - Benzo(a)pyrene;;;;;
sas;etat_dce;eea_32-23-5 - total benzo(b)fluor-anthene (cas_2no5-99-2) + benzo(k)fluor-anthene (cas_2no7-no8-9);EEA_32-23-5 - Total Benzo(b)fluor-anthene (CAS_2No5-99-2) + Benzo(k)fluor-anthene (CAS_2No7-No8-9);FALSE;FALSE;EEA_32-23-5 - Total Benzo(b)fluor-anthene (CAS_2No5-99-2) + Benzo(k)fluor-anthene (CAS_2No7-No8-9);;;;;
sas;etat_dce;cas_36643-28-4 - tributyltin-cation;CAS_36643-28-4 - Tributyltin-cation;FALSE;FALSE;CAS_36643-28-4 - Tributyltin-cation;;;;;
sas;etat_dce;cas_12002-48-1 - trichlorobenzenes (all isomers);CAS_12002-48-1 - Trichlorobenzenes (all isomers);FALSE;FALSE;CAS_12002-48-1 - Trichlorobenzenes (all isomers);;;;;
sas;etat_dce;1 - point source;1 - Point Source;FALSE;FALSE;1 - Point Source;;;;;
sas;etat_dce;2 - diffuse source;2 - Diffuse Source;FALSE;FALSE;2 - Diffuse Source;;;;;
sas;etat_dce;3 - water abstraction;3 - Water Abstraction;FALSE;FALSE;3 - Water Abstraction;;;;;
sas;etat_dce;4 - hydromorphological pressures;4 - Hydromorphological pressures;FALSE;FALSE;4 - Hydromorphological pressures;;;;;
sas;etat_dce;8 - other pressures;8 - Other Pressures;FALSE;FALSE;8 - Other Pressures;;;;;
sas;soussecteurs_hydro_carthage;cdsoussect;CdSousSect;TRUE;FALSE;Code de sous secteur hydrographique;;;;;
sas;soussecteurs_hydro_carthage;lbsoussect;LbSousSect;FALSE;TRUE;Sous secteur hydrographique;;;;;
sas;soussecteurs_hydro_carthage;cdsecteurh;CdSecteurH;FALSE;TRUE;Secteur hydrographique;;;;;
sas;soussecteurs_hydro_carthage;lbsecteurh;LbSecteurH;FALSE;TRUE;Secteur hydrographique;;;;;
sas;soussecteurs_hydro_carthage;lbregionhy;LbRegionHy;FALSE;TRUE;Région hydrographique;;;;;
sas;ventes_phyto_2020;annee_pg;annee;FALSE;TRUE;Description de la colonne;;;;;
sas;ventes_phyto_2020;code_postal_acheteur_pg;code_postal_acheteur;FALSE;TRUE;Code postal de l'acheteur;sas;cp_ods2015;code_postal;;
sas;ventes_phyto_2020;amm_pg;amm;FALSE;TRUE;Autorisation de mise sur le marché;;;;;
sas;ventes_phyto_2020;substance_pg;substance;FALSE;TRUE;Nom de la substance;;;;;
sas;ventes_phyto_2020;cas_pg;cas;FALSE;TRUE;Code CAS;;;;;
sas;ventes_phyto_2020;quantite_substance_pg;quantite_substance;FALSE;FALSE;Quantité vendue, en kg;;;;;
sas;ventes_phyto_2020;classification_pg;classification;FALSE;FALSE;Classification de la substance vendue;;;;;
sas;ventes_phyto_2020;classification_mention_pg;classification_mention;FALSE;FALSE;Mention à la substance vendue;;;;;
sas;ventes_phyto_2020;achat_etranger_pg;achat_etranger;FALSE;FALSE;Achat étra,ger Y/N;;;;;
sas;ventes_phyto_2019;annee_pg;annee;FALSE;TRUE;Description de la colonne;;;;;
sas;ventes_phyto_2019;code_postal_acheteur_pg;code_postal_acheteur;FALSE;TRUE;Code postal de l'acheteur;sas;cp_ods2015;code_postal;;
sas;ventes_phyto_2019;amm_pg;amm;FALSE;TRUE;Autorisation de mise sur le marché;;;;;
sas;ventes_phyto_2019;substance_pg;substance;FALSE;TRUE;Nom de la substance;;;;;
sas;ventes_phyto_2019;cas_pg;cas;FALSE;TRUE;Code CAS;;;;;
sas;ventes_phyto_2019;quantite_substance_pg;quantite_substance;FALSE;FALSE;Quantité vendue, en kg;;;;;
sas;ventes_phyto_2019;classification_pg;classification;FALSE;FALSE;Classification de la substance vendue;;;;;
sas;ventes_phyto_2019;classification_mention_pg;classification_mention;FALSE;FALSE;Mention à la substance vendue;;;;;
sas;ventes_phyto_2019;achat_etranger_pg;achat_etranger;FALSE;FALSE;Achat étra,ger Y/N;;;;;
sas;ventes_phyto_2018;annee_pg;annee;FALSE;TRUE;Description de la colonne;;;;;
sas;ventes_phyto_2018;code_postal_acheteur_pg;code_postal_acheteur;FALSE;TRUE;Code postal de l'acheteur;sas;cp_ods2015;code_postal;;
sas;ventes_phyto_2018;amm_pg;amm;FALSE;TRUE;Autorisation de mise sur le marché;;;;;
sas;ventes_phyto_2018;substance_pg;substance;FALSE;TRUE;Nom de la substance;;;;;
sas;ventes_phyto_2018;cas_pg;cas;FALSE;TRUE;Code CAS;;;;;
sas;ventes_phyto_2018;quantite_substance_pg;quantite_substance;FALSE;FALSE;Quantité vendue, en kg;;;;;
sas;ventes_phyto_2018;classification_pg;classification;FALSE;FALSE;Classification de la substance vendue;;;;;
sas;ventes_phyto_2018;classification_mention_pg;classification_mention;FALSE;FALSE;Mention à la substance vendue;;;;;
sas;ventes_phyto_2018;achat_etranger_pg;achat_etranger;FALSE;FALSE;Achat étra,ger Y/N;;;;;
sas;exploits;name;name;FALSE;FALSE;;;;;;
sas;exploits;type;type;FALSE;FALSE;;;;;;
sas;zones_humides_pot_inrae;dn;dn;FALSE;FALSE;Potentiel ZH;;;;;
sas;rga2010;cdcommune;cdcommune;FALSE;TRUE;Code géographique;sas;ref_communes;insee_com;;
sas;rga2010;lbcommune;lbcommune;FALSE;TRUE;Libellé de commune;;;;;
sas;rga2010;region;region;FALSE;TRUE;Région;;;;;
sas;rga2010;departement;departement;FALSE;TRUE;Département;;;;;
sas;rga2010;nb_exploit_agr;nb_exploit_agr;FALSE;FALSE;Exploitations agricoles ayant leur siège dans la commune;;;;;
sas;rga2010;nb_unite_tr_agr;nb_unite_tr_agr;FALSE;FALSE;Travail dans les exploitations agricoles en unité de travail annuel;;;;;
sas;rga2010;sau;sau;FALSE;FALSE;Superficie agricole utilisée en hectare;;;;;
sas;rga2010;cheptel;cheptel;FALSE;FALSE;Cheptel en unité de gros bétail, tous aliments;;;;;
sas;rga2010;otex;otex;FALSE;TRUE;Orientation technico-économique de la commune;;;;;
sas;rga2010;sup_labour;sup_labour;FALSE;FALSE;Superficie en terres labourables en hectare;;;;;
sas;rga2010;sup_cult_perm;sup_cult_perm;FALSE;FALSE;Superficie en cultures permanentes en hectare;;;;;
sas;rga2010;surf_herb;surf_herb;FALSE;FALSE;Superficie toujours en herbe en hectare;;;;;
sas;ref_communes;id;ID;TRUE;FALSE;Identifiant ADMIN EXPRESS;;;;;
sas;ref_communes;nom;NOM;FALSE;FALSE;Nom commune;;;;;
sas;ref_communes;nom_m;NOM_M;FALSE;FALSE;Nom commune 2;;;;;
sas;ref_communes;insee_com;INSEE_COM;FALSE;TRUE;Code INSEE commune;;;;;
sas;ref_communes;statut;STATUT;FALSE;FALSE;Statut de la commune;;;;;
sas;ref_communes;population;POPULATION;FALSE;FALSE;Population communale;;;;;
sas;ref_communes;insee_can;INSEE_CAN;FALSE;FALSE;Canton;;;;;
sas;ref_communes;insee_arr;INSEE_ARR;FALSE;FALSE;Arrondissement;;;;;
sas;ref_communes;insee_dep;INSEE_DEP;FALSE;FALSE;Département;;;;;
sas;ref_communes;insee_reg;INSEE_REG;FALSE;FALSE;Région;;;;;
sas;ref_communes;siren_epci;SIREN_EPCI;FALSE;FALSE;EPCI;;;;;
sas;q5;id_bdcarth;ID_BDCARTH;FALSE;TRUE;Identifiant BD Carthage;;;;;
sas;q5;code_hydro;CODE_HYDRO;FALSE;TRUE;Code Hydrographique;;;;;
sas;q5;c_hyd_cdo;C_HYD_CDO;FALSE;TRUE;Code Hydrographique;;;;;
sas;q5;c_ent_surf;C_ENT_SURF;FALSE;FALSE;Code Hydrographique;;;;;
sas;q5;q5basn;Q5BASN;FALSE;FALSE;QMNA5 bas;;;;;
sas;q5;q5moy_mn;Q5MOY_MN;FALSE;FALSE;QMNA5 moyen;;;;;
sas;q5;q5haun;Q5HAUN;FALSE;FALSE;QMNA5 haut;;;;;
sas;q5;q5_local;Q5_LOCAL;FALSE;FALSE;QMNA5 utilisé localement;;;;;
sas;qa;qabasn;QABASN;FALSE;TRUE;QA bas;;;;;
sas;qa;qamoy_mn;QAMOY_MN;FALSE;FALSE;QA moyen;;;;;
sas;qa;qahaun;QAHAUN;FALSE;FALSE;QA haut;;;;;
sas;qa;id_bdcarth;ID_BDCARTH;FALSE;FALSE;Identifiant BD Carthage;;;;;
sas;qa;code_hydro;CODE_HYDRO;FALSE;TRUE;Code Hydrographique;;;;;
sas;qa;c_hyd_cdo;C_HYD_CDO;FALSE;TRUE;Code Hydrographique;;;;;
sas;qa;c_ent_surf;C_ENT_SURF;FALSE;TRUE;Code Hydrographique;;;;;
sas;ref_departements;nom_m;NOM_M;FALSE;TRUE;Nom 1;;;;;
sas;ref_departements;nom;NOM;TRUE;FALSE;Nom 2;;;;;
sas;ref_departements;insee_dep;INSEE_DEP;FALSE;TRUE;Code INSEE du département;;;;;
sas;ref_departements;insee_reg;INSEE_REG;FALSE;TRUE;Code INSEE de la région;;;;;
sas;ref_regions;nom_m;NOM_M;FALSE;TRUE;Nom 1;;;;;
sas;ref_regions;nom;NOM;TRUE;FALSE;Nom 2;;;;;
sas;ref_regions;insee_reg;INSEE_REG;FALSE;TRUE;Code INSEE de la région;;;;;
sas;tourisme_com;insee_com;insee_com;TRUE;FALSE;Code INSEE de la commune;;;;;
sas;tourisme_com;nb_emplace;nb_emplace;FALSE;FALSE;Nombre d'emplacmeents de campings;;;;;
sas;tourisme_com;nb_chambre;nb_chambre;FALSE;FALSE;Nombre de chambres;;;;;
sas;tourisme_com;nb_lit_tou;nb_lit_tou;FALSE;FALSE;Nombre d'équivalent nuits touristiques;;;;;
sas;tourisme_com;nb_residen;nb_residen;FALSE;FALSE;Nombre de lieux d'accueil (résidences touristiques / établissements);;;;;
sas;onde_obs;CdSiteHydro;<CdSiteHydro>;FALSE;TRUE;Code national d’une station hydrométrique;;;;;
sas;onde_obs;LbSiteHydro;<LbSiteHydro>;FALSE;TRUE;Nom de la station d'observation des étiages Onde;;;;;
sas;onde_obs;Annee;<Annee>;FALSE;TRUE;Calculée à partir de date de début de la période d’observation et date de fin de période d’observation.;;;;;
sas;onde_obs;TypeCampObservations;<TypeCampObservations>;FALSE;FALSE;Type de campagne d'observations;;;;;
sas;onde_obs;DtRealObservation;<DtRealObservation>;FALSE;FALSE;Date de réalisation de l'observation;;;;;
sas;onde_obs;LbRsObservationDpt;<LbRsObservationDpt>;FALSE;FALSE;Résultat de l'observation;;;;;
sas;onde_obs;RsObservationDpt;<RsObservationDpt>;FALSE;FALSE;Résultat de l'observation;;;;;
sas;onde_obs;LbRsObservationNat;<LbRsObservationNat>;FALSE;FALSE;Résultat de l'observation;;;;;
sas;onde_obs;RsObservationNat;<RsObservationNat>;FALSE;FALSE;Résultat de l'observation;;;;;
sas;onde_obs;NomEntiteHydrographique;<NomEntiteHydrographique>;FALSE;FALSE;Nom principal de l'entité hydrographique;;;;;
sas;onde_obs;CdTronconHydrographique;<CdTronconHydrographique>;FALSE;FALSE;Code générique de l'entité hydrographique;;;;;
sas;onde_obs;CdCommune;<CdCommune>;FALSE;FALSE;Numéro de la commune (INSEE);;;;;
sas;onde_obs;CoordXSiteHydro;<CoordXSiteHydro>;FALSE;FALSE;Coordonnée X d’une station Onde;;;;x;
sas;onde_obs;CoordYSiteHydro;<CoordYSiteHydro>;FALSE;FALSE;Coordonnée Y d’une station Onde;;;;y;
sas;onde_obs;ProjCoordSiteHydro;<ProjCoordSiteHydro>;FALSE;FALSE;SRID;;;;;
sas;roe;cdobstecou;CdObstEcou;TRUE;FALSE;CdObstEcou;;;;;
sas;roe;stobstecou;StObstEcou;FALSE;FALSE;StObstEcou;;;;;
sas;roe;cdmodevali;CdModeVali;FALSE;TRUE;CdModeVali;;;;;
sas;roe;lbmodevali;LbModeVali;FALSE;FALSE;LbModeVali;;;;;
sas;roe;cdetouvrag;CdEtOuvrag;FALSE;TRUE;CdEtOuvrag;;;;;
sas;roe;lbetouvrag;LbEtOuvrag;FALSE;FALSE;LbEtOuvrag;;;;;
sas;roe;nomprincip;NomPrincip;FALSE;FALSE;NomPrincip;;;;;
sas;roe;nomseconda;NomSeconda;FALSE;FALSE;NomSeconda;;;;;
sas;roe;cdtypeouvr;CdTypeOuvr;FALSE;TRUE;CdTypeOuvr;;;;;
sas;roe;lbtypeouvr;LbTypeOuvr;FALSE;FALSE;LbTypeOuvr;;;;;
sas;roe;coordxpoin;CoordXPoin;FALSE;FALSE;CoordXPoin;;;;;
sas;roe;coordypoin;CoordYPoin;FALSE;FALSE;CoordYPoin;;;;;
sas;roe;typecoordp;TypeCoordP;FALSE;FALSE;TypeCoordP;;;;;
sas;roe;cdtypedisp;CdTypeDisp;FALSE;TRUE;CdTypeDisp;;;;;
sas;roe;lbtypedisp;LbTypeDisp;FALSE;TRUE;LbTypeDisp;;;;;
sas;roe;cdtypedi_1;CdTypeDi_1;FALSE;FALSE;CdTypeDi_1;;;;;
sas;roe;lbtypedi_1;LbTypeDi_1;FALSE;FALSE;LbTypeDi_1;;;;;
sas;roe;cdtypedi_2;CdTypeDi_2;FALSE;FALSE;CdTypeDi_2;;;;;
sas;roe;lbtypedi_2;LbTypeDi_2;FALSE;FALSE;LbTypeDi_2;;;;;
sas;roe;cdtypedi_3;CdTypeDi_3;FALSE;FALSE;CdTypeDi_3;;;;;
sas;roe;lbtypedi_3;LbTypeDi_3;FALSE;FALSE;LbTypeDi_3;;;;;
sas;roe;cdtypedi_4;CdTypeDi_4;FALSE;FALSE;CdTypeDi_4;;;;;
sas;roe;lbtypedi_4;LbTypeDi_4;FALSE;FALSE;LbTypeDi_4;;;;;
sas;roe;cdtypeelmo;CdTypeElMo;FALSE;FALSE;CdTypeElMo;;;;;
sas;roe;lbtypeelmo;LbTypeElMo;FALSE;FALSE;LbTypeElMo;;;;;
sas;roe;cdtypeel_1;CdTypeEl_1;FALSE;FALSE;CdTypeEl_1;;;;;
sas;roe;lbtypeel_1;LbTypeEl_1;FALSE;FALSE;LbTypeEl_1;;;;;
sas;roe;cdtypeel_2;CdTypeEl_2;FALSE;FALSE;CdTypeEl_2;;;;;
sas;roe;lbtypeel_2;LbTypeEl_2;FALSE;FALSE;LbTypeEl_2;;;;;
sas;roe;cdtypedi_5;CdTypeDi_5;FALSE;FALSE;CdTypeDi_5;;;;;
sas;roe;lbtypedi_5;LbTypeDi_5;FALSE;FALSE;LbTypeDi_5;;;;;
sas;roe;cdtypedi_6;CdTypeDi_6;FALSE;FALSE;CdTypeDi_6;;;;;
sas;roe;lbtypedi_6;LbTypeDi_6;FALSE;FALSE;LbTypeDi_6;;;;;
sas;roe;cdtypedi_7;CdTypeDi_7;FALSE;FALSE;CdTypeDi_7;;;;;
sas;roe;lbtypedi_7;LbTypeDi_7;FALSE;FALSE;LbTypeDi_7;;;;;
sas;roe;cdusageobs;CdUsageObs;FALSE;FALSE;CdUsageObs;;;;;
sas;roe;lbusageobs;LbUsageObs;FALSE;FALSE;LbUsageObs;;;;;
sas;roe;cdusageo_1;CdUsageO_1;FALSE;FALSE;CdUsageO_1;;;;;
sas;roe;lbusageo_1;LbUsageO_1;FALSE;FALSE;LbUsageO_1;;;;;
sas;roe;cdusageo_2;CdUsageO_2;FALSE;FALSE;CdUsageO_2;;;;;
sas;roe;lbusageo_2;LbUsageO_2;FALSE;FALSE;LbUsageO_2;;;;;
sas;roe;cdusageo_3;CdUsageO_3;FALSE;FALSE;CdUsageO_3;;;;;
sas;roe;lbusageo_3;LbUsageO_3;FALSE;FALSE;LbUsageO_3;;;;;
sas;roe;hautmaxter;HautMaxTer;FALSE;FALSE;HautMaxTer;;;;;
sas;roe;hautchutet;HautChutEt;FALSE;FALSE;HautChutEt;;;;;
sas;roe;cdhautchut;CdHautChut;FALSE;FALSE;CdHautChut;;;;;
sas;roe;lbhautchut;LbHautChut;FALSE;FALSE;LbHautChut;;;;;
sas;roe;datemajobs;DateMAJObs;FALSE;FALSE;DateMAJObs;;;;;
sas;roe;datevalido;DateValidO;FALSE;FALSE;DateValidO;;;;;
sas;roe;grenobstec;GrenObstEc;FALSE;FALSE;GrenObstEc;;;;;
sas;roe;ouvragelie;OuvrageLie;FALSE;FALSE;OuvrageLie;;;;;
sas;roe;idtronconh;IdTronconH;FALSE;FALSE;IdTronconH;;;;;
sas;roe;nomentiteh;NomEntiteH;FALSE;FALSE;NomEntiteH;;;;;
sas;roe;cdtronconh;CdTronconH;FALSE;FALSE;CdTronconH;;;;;
sas;roe;cdentitehy;CdEntiteHy;FALSE;FALSE;CdEntiteHy;;;;;
sas;roe;cdzonehydr;CdZoneHydr;FALSE;FALSE;CdZoneHydr;;;;;
sas;roe;idtronco_1;IdTronco_1;FALSE;FALSE;IdTronco_1;;;;;
sas;roe;cddepartem;CdDepartem;FALSE;FALSE;CdDepartem;;;;;
sas;roe;lbdepartem;LbDepartem;FALSE;FALSE;LbDepartem;;;;;
sas;roe;cdcommune;CdCommune;FALSE;FALSE;CdCommune;;;;;
sas;roe;lbcommune;LbCommune;FALSE;FALSE;LbCommune;;;;;
sas;roe;numcircadm;NumCircAdm;FALSE;FALSE;NumCircAdm;;;;;
sas;roe;nomcircadm;NomCircAdm;FALSE;FALSE;NomCircAdm;;;;;
sas;roe;cdeumassed;CdEuMasseD;FALSE;FALSE;CdEuMasseD;;;;;
sas;roe;altipointc;AltiPointC;FALSE;FALSE;AltiPointC;;;;;
sas;roe;nomlimiteh;NomLimiteH;FALSE;FALSE;NomLimiteH;;;;;
sas;roe;denmaxouvr;DenMaxOuvr;FALSE;FALSE;DenMaxOuvr;;;;;
sas;roe;pkobstecou;pkObstEcou;FALSE;FALSE;pkObstEcou;;;;;
sas;ce_carthage;cdentitehy;CdEntiteHy;TRUE;FALSE;Code de l'entité hyrdographique;;;;;
sas;ce_carthage;nomentiteh;NomEntiteH;FALSE;FALSE;Toponyme;;;;;
sas;ce_carthage;candidat;Candidat;FALSE;FALSE;Candidat;;;;;
sas;ce_carthage;classe;Classe;FALSE;FALSE;Classe de taille;;;;;
sas;bdrep_em;identifiant;identifiant;FALSE;TRUE;identifiant;;;;;
sas;bdrep_em;nom_etablissement;nom_etablissement;FALSE;FALSE;nom_etablissement;;;;;
sas;bdrep_em;annee_emission;annee_emission;FALSE;TRUE;annee_emission;;;;;
sas;bdrep_em;milieu;milieu;FALSE;FALSE;milieu;;;;;
sas;bdrep_em;polluant;polluant;FALSE;FALSE;polluant;;;;;
sas;bdrep_em;quantite;quantite;FALSE;FALSE;quantite;;;;;
sas;bdrep_em;unite;unite;FALSE;FALSE;unite;;;;;
sas;bdrep_etb;identifiant;identifiant;FALSE;TRUE;identifiant;;;;;
sas;bdrep_etb;nom_etablissement;nom_etablissement;FALSE;FALSE;nom_etablissement;;;;;
sas;bdrep_etb;numero_siret;numero_siret;FALSE;FALSE;numero_siret;;;;;
sas;bdrep_etb;adresse;adresse;FALSE;FALSE;adresse;;;;;
sas;bdrep_etb;code_postal;code_postal;FALSE;FALSE;code_postal;;;;;
sas;bdrep_etb;commune;commune;FALSE;FALSE;commune;;;;;
sas;bdrep_etb;departement;departement;FALSE;FALSE;departement;;;;;
sas;bdrep_etb;region;region;FALSE;FALSE;region;;;;;
sas;bdrep_etb;coordonnees_x;coordonnees_x;FALSE;FALSE;coordonnees_x;;;;x;
sas;bdrep_etb;coordonnees_y;coordonnees_y;FALSE;FALSE;coordonnees_y;;;;y;
sas;bdrep_etb;code_epsg;code_epsg;FALSE;FALSE;code_epsg;;;;;
sas;bdrep_etb;code_ape;code_ape;FALSE;FALSE;code_ape;;;;;
sas;bdrep_etb;libelle_ape;libelle_ape;FALSE;FALSE;libelle_ape;;;;;
sas;bdrep_etb;code_eprtr;code_eprtr;FALSE;FALSE;code_eprtr;;;;;
sas;bdrep_etb;libelle_eprtr;libelle_eprtr;FALSE;FALSE;libelle_eprtr;;;;;
sas;bcae;dep;DEP;FALSE;TRUE;dep;;;;;
sas;bcae;type;TYPE;FALSE;TRUE;type;;;;;
sas;bcae;bcae;BCAE;FALSE;TRUE;bcae;;;;;
sas;bcae;origine1;ORIGINE1;FALSE;FALSE;origine1;;;;;
sas;bcae;origine2;ORIGINE2;FALSE;FALSE;origine2;;;;;
sas;bcae;millesim;MILLESIM;FALSE;FALSE;millesim;;;;;
sas;bcae;comment;COMMENT;FALSE;FALSE;comment;;;;;
sas;rga;code_geo;Code géographique;;;Code communal;sas;ref_communes;insee_com;;
sas;rga;n_exploit_2010;Nombre exploitations agricoles 2010;;;Nombre exploitations agricoles 2010;;;;;
sas;rga;n_exploit_2000;Nombre exploitations agricoles 2000;;;Nombre exploitations agricoles 2000;;;;;
sas;rga;n_exploit_1988;Nombre exploitations agricoles 1988;;;Nombre exploitations agricoles 1988;;;;;
sas;rga;uta_2010;unités travail exploitations agricoles 2010;;;unités travail exploitations agricoles 2010;;;;;
